"id","price"
185484,137800
185485,1250000
185488,210000
185490,290000
185491,370000
185492,745000
185493,590000
185494,350000
185495,500000
185496,8460000
185498,220000
185500,400000
185501,340000
185502,220000
185503,3500000
185504,1280000
185506,560000
185507,1100000
185510,300000
185512,382981
185515,138000
185516,3001804
185517,1500000
185518,165000
185519,750000
185520,325000
185521,1950000
185523,500000
185524,235000
185525,190000
185526,580000
185527,1200000
185529,980000
185531,386749
185535,265000
185537,3500000
185538,390000
185539,380000
185540,490000
185543,1400000
185544,590000
185546,2870000
185547,565000
185549,780000
185552,639961
185553,298000
185554,440000
185555,1850000
185556,260000
185557,185000
185558,400000
185559,175000
185560,640000
185564,1280000
185565,450000
185567,550000
185569,60000
185571,320000
185573,590000
185574,307000
185575,450000
185576,168000
185578,3200000
185581,630000
185582,914300
185583,1000000
185585,750000
185586,4200000
185587,585000
185589,445000
185590,140000
185591,740000
185592,425000
185593,397000
185595,700000
185596,70000
185597,228000
185599,800000
185600,730000
185601,1400000
185602,380000
185604,978000
185605,480000
185607,190000
185610,636326
185612,380000
185614,2950000
185615,405000
185617,760000
185618,585000
185620,1850000
185621,840000
185623,235000
185626,300000
185627,480000
185628,3500000
185629,920000
185630,550000
185632,205000
185633,310000
185635,370000
185637,2363900
185638,500000
185639,500000
185640,334500
185642,115000
185643,600000
185644,870000
185645,276000
185646,300000
185647,300000
185648,360000
185650,474000
185651,660000
185652,270000
185653,300000
185655,630000
185656,529000
185658,800000
185660,200000
185661,320000
185662,375000
185663,315000
185664,280000
185665,520000
185667,865000
185668,1100000
185669,2500000
185670,90000
185671,185000
185672,185288
185673,250000
185674,100000
185677,180000
185678,797000
185681,377000
185682,178900
185683,562270
185684,500000
185685,150000
185686,1190000
185689,430000
185690,5200000
185691,395000
185692,900000
185693,550000
185694,680000
185695,320000
185696,550000
185698,400000
185699,1100000
185700,4675000
185701,450000
185702,1400000
185705,2200000
185706,181000
185707,460000
185708,440000
185712,50000
185713,375000
185716,321777
185717,420000
185718,587833
185719,235000
185722,1850000
185723,1200000
185724,1600000
185725,795000
185727,225000
185728,165000
185730,120000
185731,160000
185732,380000
185733,1400000
185735,265000
185736,363262
185737,550000
185738,257000
185739,2200000
185740,950000
185742,1550000
185743,1450000
185744,2532000
185745,250000
185747,1349432
185749,500000
185750,425000
185751,2500000
185752,1100000
185753,1110000
185754,1000000
185758,330000
185760,220000
185761,120000
185762,477000
185764,850000
185765,477000
185766,190000
185767,490000
185768,260000
185769,750000
185772,320000
185774,1700000
185777,1390000
185779,600000
185780,6910000
185781,330000
185782,390000
185784,690000
185786,390000
185788,1400000
185790,360000
185791,390000
185792,290000
185793,330000
185795,410000
185796,220000
185799,179000
185801,1350000
185804,90350
185805,1100000
185808,278000
185810,219800
185812,279100
185813,530000
185814,480000
185815,540000
185817,270000
185818,1095000
185821,760000
185825,490000
185826,380000
185827,320000
185828,650000
185831,1900000
185833,950000
185834,5000000
185835,250000
185836,310000
185837,280000
185838,210000
185839,1272000
185844,263361
185845,1200000
185847,175000
185848,290000
185849,450000
185851,780000
185852,2100000
185853,230000
185854,1200000
185856,250000
185859,1600000
185860,850000
185862,325000
185864,181000
185865,579999
185866,390000
185867,6000000
185868,400000
185869,360000
185870,498000
185872,3250000
185873,162000
185874,320000
185875,240000
185876,850000
185877,1830000
185878,1400000
185879,230000
185880,570000
185882,235000
185884,800000
185885,12000000
185887,455000
185888,840000
185889,230000
185890,600000
185892,400000
185894,599000
185895,1300000
185896,330000
185897,800000
185898,235000
185899,370000
185900,480000
185901,250000
185902,230000
185904,2905000
185906,1470000
185907,340000
185909,315000
185911,1380000
185914,960000
185915,1460000
185916,295000
185917,1250000
185919,290000
185920,550000
185922,1300000
185924,150000
185925,750000
185926,190000
185927,240000
185929,270000
185931,250000
185933,169000
185934,560000
185935,240000
185936,250000
185937,260000
185938,361700
185939,215000
185940,220000
185941,1600000
185943,545000
185944,653000
185946,2900000
185947,650000
185948,730000
185949,850000
185950,1200000
185951,75000
185952,620000
185953,2850000
185954,721000
185955,905000
185956,290000
185957,1350000
185958,340000
185959,530000
185960,318000
185961,2000000
185962,2100000
185963,365000
185964,2120000
185965,600000
185967,2150000
185969,635000
185971,245000
185972,3000000
185973,615000
185975,3295000
185976,175000
185978,170000
185979,290000
185980,220000
185981,470000
185983,313000
185984,2150000
185985,520000
185988,985000
185989,275000
185991,330000
185994,1220000
185995,570000
185996,910000
185997,900000
185998,250000
185999,360000
186000,100000
186003,500000
186006,346000
186007,248000
186008,270000
186009,1200000
186011,2600000
186014,3500000
186015,780000
186016,800000
186017,414000
186018,900000
186019,425000
186020,620000
186021,650000
186022,1500000
186025,880000
186026,650000
186028,750000
186029,400000
186030,450000
186032,349000
186034,700000
186035,2400000
186036,1150000
186038,550000
186040,1560000
186041,2550000
186042,530000
186044,235000
186045,1029730
186046,650000
186047,450000
186048,738100
186051,160000
186054,380000
186055,453000
186056,425000
186057,500000
186058,450000
186059,1277000
186062,552780
186063,636000
186064,660000
186065,500000
186066,650000
186067,874040
186068,380000
186069,325000
186070,681823
186071,540000
186072,670000
186073,800000
186074,3250000
186075,2500000
186076,390000
186077,545000
186078,850000
186079,420000
186080,145000
186081,245000
186082,220000
186084,1200000
186085,2850000
186086,350000
186087,850000
186088,350000
186089,800000
186090,680000
186091,1074839
186092,410000
186095,370000
186096,241298
186097,480000
186098,770000
186099,860000
186100,1300000
186101,277000
186102,1200000
186103,415000
186104,1400000
186105,197473
186107,1400000
186108,742000
186111,350000
186112,550000
186113,550000
186114,4500000
186115,1300000
186116,490000
186117,330000
186118,270000
186119,1400000
186122,650000
186123,380000
186124,245000
186125,170000
186126,650000
186130,790000
186134,530000
186135,1000000
186136,470000
186137,370000
186139,800000
186141,1600000
186142,1200000
186143,1700000
186144,978000
186146,435000
186148,800000
186150,9000000
186152,250000
186153,700000
186154,282000
186156,850000
186157,450000
186158,780000
186159,1200000
186160,583000
186161,380000
186162,1150000
186165,190000
186166,319999
186169,190000
186170,800000
186172,270000
186173,200000
186174,320000
186175,660000
186177,500000
186178,630000
186179,290000
186181,350000
186182,224000
186184,250500
186185,250000
186186,176300
186187,265000
186189,245000
186190,210000
186191,370000
186193,500000
186195,2300000
186196,695000
186197,640000
186198,545000
186199,800000
186200,270000
186204,1800000
186206,750000
186207,1080000
186208,3400000
186209,1300000
186212,195300
186213,3100000
186214,860000
186215,850000
186218,410000
186219,155000
186222,180000
186225,567652
186226,465000
186227,370000
186228,435000
186229,190000
186233,265000
186234,700000
186235,250000
186236,250000
186239,260000
186240,560000
186241,495000
186242,525000
186244,120000
186245,310000
186247,1230000
186248,750000
186249,520000
186250,700000
186252,795000
186254,1232375
186255,420000
186256,440000
186257,328900
186258,230000
186259,230000
186260,298000
186261,1800000
186265,320000
186267,990000
186268,370000
186269,450000
186270,720000
186272,157000
186273,215000
186275,250000
186276,380000
186278,245000
186279,140000
186280,650000
186281,255000
186282,250000
186284,270000
186285,370000
186286,1370000
186287,1365000
186288,550000
186289,4500000
186290,600000
186292,590000
186294,220000
186298,4200000
186302,3450000
186303,470000
186304,780000
186305,550000
186307,300000
186309,730000
186310,403000
186315,1450000
186316,3100000
186317,960000
186318,200000
186320,380000
186321,3980000
186322,680000
186324,535000
186325,430000
186326,980000
186327,989900
186329,335000
186330,450000
186331,450000
186334,940000
186335,399000
186336,285000
186338,420000
186339,890000
186341,350000
186342,510000
186344,600000
186346,390000
186347,360000
186349,200000
186350,440000
186351,1100000
186352,1290000
186353,443000
186354,450000
186356,150000
186358,370000
186359,352000
186362,288000
186365,298000
186366,275000
186367,1300000
186368,3950000
186369,155000
186371,320000
186372,256000
186373,255000
186376,410000
186377,650000
186378,790000
186379,830000
186381,250000
186382,280000
186383,345000
186385,295000
186386,1020000
186387,1300000
186390,650000
186391,320000
186393,215000
186394,130000
186397,2200000
186398,370000
186400,270000
186401,150000
186402,375000
186405,679500
186406,700000
186407,265000
186408,550000
186409,334351
186410,400000
186411,250000
186413,420000
186414,424000
186415,285000
186416,250000
186418,330000
186421,255000
186422,230000
186424,2388573
186425,470000
186426,3200000
186427,4500000
186428,330000
186429,1200000
186430,290000
186431,1400000
186432,210000
186433,2480000
186434,300000
186436,215000
186437,517000
186438,160000
186440,2800000
186442,130000
186443,948000
186444,370000
186447,120000
186448,261000
186449,450000
186450,323000
186451,530000
186452,850000
186453,550000
186454,980000
186455,400000
186456,1350000
186457,1500000
186458,890000
186459,350000
186460,585000
186463,820000
186465,505000
186467,600000
186468,878750
186469,700000
186470,400000
186472,355000
186473,1850000
186474,325600
186476,365000
186477,10000000
186478,862000
186479,795000
186483,4200000
186486,200000
186487,1900000
186488,720800
186489,315000
186490,220000
186492,195000
186493,298000
186495,265000
186497,200000
186498,350000
186499,420000
186500,212000
186501,763200
186502,290000
186503,230000
186506,800000
186507,360000
186508,420000
186509,279997
186511,265000
186512,250000
186513,1650000
186514,1180000
186515,450000
186517,700000
186518,450000
186519,260000
186521,450000
186524,325000
186525,130000
186527,120000
186529,240000
186532,872000
186533,161360
186535,500000
186536,1879000
186537,245000
186538,270000
186541,960000
186543,2400000
186544,595000
186545,1600000
186546,275000
186547,330000
186548,1280000
186550,305000
186551,399900
186552,117000
186558,160000
186559,250000
186560,1350000
186561,650000
186562,368836
186563,328600
186565,170000
186566,233200
186568,680000
186570,401393
186571,3940000
186572,357000
186574,590000
186576,1800000
186577,150000
186579,175000
186580,181416
186581,300000
186582,15000000
186584,190000
186585,799000
186586,900000
186587,1793000
186588,315900
186591,290000
186593,980000
186595,1350000
186596,2400000
186597,1900000
186600,530000
186603,220000
186604,292000
186608,970000
186609,379000
186610,245000
186611,640000
186612,3500000
186614,990000
186615,490000
186616,1200000
186617,3300000
186618,275000
186619,240000
186621,1400000
186622,530000
186623,140000
186625,298000
186626,640000
186628,289000
186629,590000
186630,283895
186631,500000
186632,1900000
186633,800000
186634,1350000
186635,750000
186636,340000
186637,75000
186638,250000
186639,220000
186640,300000
186641,280000
186642,285000
186643,1600000
186644,1700000
186645,1480000
186646,650000
186648,550000
186649,1100000
186652,190000
186655,1325000
186656,1520000
186657,1300000
186658,300000
186659,304609
186660,145000
186662,250000
186663,450000
186664,890000
186666,5800000
186667,110000
186668,310000
186669,914000
186670,680000
186671,80000
186673,1575000
186674,740000
186677,2450000
186678,230000
186681,1100000
186682,1150000
186683,720000
186684,2440000
186687,275000
186688,1400000
186689,1300000
186691,375000
186692,250000
186693,466400
186694,370000
186695,125000
186696,485000
186698,580000
186700,80000
186701,250000
186703,384567
186704,4700000
186707,1500000
186708,660000
186709,360000
186710,3300000
186711,140000
186712,145000
186713,350000
186714,247000
186715,600000
186716,645000
186717,350000
186718,518000
186719,276000
186720,457000
186721,1275000
186722,1353000
186725,1564000
186726,850000
186727,380000
186728,280000
186729,1975000
186730,1600000
186731,720000
186732,395000
186733,630000
186734,740000
186736,830000
186738,405000
186739,640000
186740,399000
186742,220000
186743,1400000
186744,158000
186745,230000
186746,230000
186747,270000
186748,320000
186750,300000
186751,850000
186752,550000
186754,289000
186755,248000
186756,490000
186757,480000
186758,329900
186759,295000
186760,215000
186761,350000
186762,405000
186763,520000
186764,1980000
186765,1100000
186767,800000
186768,1170000
186769,1450000
186770,1180000
186771,542360
186772,235000
186773,432000
186774,350000
186775,225000
186776,380000
186780,1850000
186782,240000
186784,850000
186785,345000
186786,1368000
186787,3300000
186788,465000
186789,452830
186790,360000
186791,355000
186792,157000
186794,180000
186795,330000
186796,480000
186798,370000
186799,330000
186800,190000
186801,268000
186802,650000
186803,160000
186804,245000
186806,1390000
186807,1970000
186810,283600
186812,650000
186813,746410
186815,2016000
186816,278650
186818,320000
186819,220000
186820,715000
186821,660000
186824,450000
186825,286000
186826,280000
186827,350000
186828,316640
186829,240000
186833,590000
186834,149000
186835,310000
186838,1200000
186840,997000
186842,425000
186843,600000
186844,720000
186846,860000
186848,470000
186849,2512000
186850,1055000
186851,1100000
186853,2545000
186855,650000
186856,320000
186857,980000
186858,690000
186859,680000
186860,1272000
186861,1079000
186862,370000
186864,240000
186866,215000
186867,334000
186870,1350000
186873,300000
186874,280000
186875,420000
186876,480000
186877,870000
186879,380000
186880,315000
186881,735000
186882,420000
186883,579483
186884,400000
186885,1300000
186886,636000
186888,580000
186890,1200000
186891,290000
186892,645000
186893,550000
186894,742000
186896,493900
186898,700000
186899,350000
186900,800000
186902,750000
186903,480000
186906,580000
186907,630000
186908,557060
186910,2100000
186912,1700000
186913,10000000
186915,348000
186916,300000
186920,610000
186921,370000
186922,870000
186925,720000
186927,350000
186928,490000
186929,466900
186930,420000
186931,880000
186932,390000
186936,650000
186937,650000
186938,1130000
186940,530000
186941,2600000
186942,1900000
186943,2205000
186944,520000
186945,165000
186946,640000
186947,472271
186948,1000000
186949,175000
186950,1495000
186951,1170000
186952,1500000
186953,215000
186954,265000
186955,900000
186958,930000
186959,530000
186961,950000
186962,530000
186963,1990000
186964,484000
186965,375000
186967,340000
186968,2800000
186969,480000
186970,160000
186971,750000
186973,4200000
186974,221412
186975,162500
186976,1250000
186977,2200000
186978,650000
186979,275000
186980,200000
186982,2500000
186983,580000
186986,700000
186988,180000
186989,400000
186990,700000
186995,650000
186996,150000
186999,2800000
187000,520000
187001,270000
187002,320000
187004,330000
187005,310000
187006,265000
187007,850000
187008,265000
187009,480000
187010,250000
187011,581400
187012,145000
187014,2660000
187015,950000
187016,865000
187018,940000
187019,355000
187020,299000
187021,270000
187023,424000
187024,156000
187026,660000
187027,580000
187032,230000
187034,455000
187037,954000
187038,290000
187040,640000
187041,185000
187043,530000
187044,240000
187045,150000
187046,269000
187047,765000
187048,680000
187051,1720000
187052,790000
187053,950000
187055,25000000
187057,202000
187058,500000
187059,149000
187060,300000
187061,980000
187062,200000
187063,880000
187065,350000
187069,225000
187070,706000
187072,1370000
187074,8550000
187075,990000
187078,350000
187079,3900000
187081,250000
187082,369000
187083,780000
187084,500000
187086,179000
187087,1190000
187089,1600000
187091,848000
187092,850000
187093,725000
187094,1000000
187095,650000
187096,430000
187097,1950000
187098,700000
187099,670000
187100,1380000
187101,680000
187104,285000
187105,403000
187106,303000
187107,429500
187108,850000
187110,565000
187113,1145000
187115,3400000
187116,7500000
187118,435000
187119,850000
187120,1300000
187121,310000
187122,896330
187123,550000
187124,250000
187127,667000
187128,400000
187129,638000
187131,1020400
187132,1500000
187133,640000
187134,885000
187135,6000000
187136,1500000
187138,650000
187140,160000
187141,1350000
187142,750000
187144,460000
187145,295000
187146,480000
187148,230000
187151,600000
187152,817986
187154,480400
187155,1915000
187157,1750000
187158,1700000
187160,600000
187161,350000
187163,462470
187164,1330000
187166,510000
187167,520000
187168,297000
187170,245000
187172,2240000
187173,750000
187175,1200000
187176,3000000
187177,530000
187178,100000
187179,950000
187180,280000
187181,310000
187182,550000
187183,289900
187184,380000
187185,1900000
187186,144600
187187,1350000
187188,150000
187189,500000
187190,450000
187192,220000
187193,440000
187195,850000
187196,200000
187198,450000
187199,157600
187200,130000
187203,1880000
187204,300000
187205,360000
187208,299000
187209,270000
187211,310000
187212,180850
187215,560000
187216,460000
187217,1500000
187219,475000
187220,370000
187221,950000
187222,430000
187223,480000
187224,220000
187225,350000
187227,695000
187228,570000
187231,1950000
187232,650000
187233,600000
187234,200000
187235,829000
187237,615252
187239,480000
187240,2300000
187241,2000000
187242,950000
187243,750000
187244,280000
187245,460000
187246,990000
187247,690000
187249,300000
187250,1500000
187251,320000
187253,500000
187254,195000
187255,175000
187256,170000
187257,300000
187258,400000
187260,1325000
187261,365000
187262,462000
187264,320000
187265,345000
187266,480000
187268,397000
187269,253000
187271,395000
187272,415000
187274,260000
187275,233000
187277,650000
187278,204489
187279,415000
187281,220000
187283,570000
187286,420000
187287,1500000
187288,170000
187290,750000
187291,550000
187292,540000
187293,850000
187294,485000
187295,1180000
187296,150000
187299,118000
187300,850000
187301,220000
187303,345000
187304,312600
187305,510000
187306,350000
187307,400000
187308,340000
187309,635000
187312,650000
187313,680000
187314,220000
187315,169000
187316,495000
187319,232100
187321,150000
187322,680000
187323,320000
187324,277000
187325,320000
187326,580000
187327,1500000
187329,4300000
187330,199000
187331,350000
187332,170000
187333,380000
187334,2000000
187335,440000
187336,720800
187337,425000
187338,350000
187339,190000
187340,1010000
187342,120000
187345,500000
187347,1379000
187349,250000
187350,900000
187351,780000
187352,1100000
187353,440000
187354,625000
187357,199900
187359,319000
187360,420000
187362,150000
187363,340000
187364,258000
187366,970000
187367,385000
187368,850000
187369,590000
187370,585000
187373,350000
187374,244000
187376,150000
187377,1200000
187378,550000
187379,135900
187380,320000
187381,225000
187383,160000
187384,165000
187385,240000
187386,390000
187387,530000
187388,530000
187389,300000
187390,400000
187392,580000
187393,745000
187396,699000
187398,630000
187403,2350000
187404,140000
187405,175000
187406,380000
187407,330000
187408,1600000
187410,380000
187411,350000
187412,1640000
187415,780000
187418,210000
187419,750000
187420,317228
187423,319000
187424,1700000
187425,271000
187426,180000
187427,280000
187429,195000
187430,220000
187432,140000
187433,360000
187434,1100000
187438,200000
187439,380000
187440,890000
187441,680000
187442,2130000
187444,140000
187446,223670
187448,480000
187450,900000
187451,780000
187452,195000
187453,495000
187454,220000
187455,500000
187457,480000
187458,331600
187459,560000
187460,530000
187461,685000
187463,843304
187464,589000
187465,430000
187466,540000
187468,308648
187469,180000
187470,380000
187471,338000
187474,220000
187475,730000
187477,800000
187480,390000
187481,330000
187482,235000
187484,550000
187485,480000
187487,2750000
187488,2349000
187490,380000
187492,800000
187493,350000
187494,1100000
187496,120000
187497,520000
187499,680000
187503,285000
187505,430000
187507,850000
187511,640000
187512,484900
187513,635000
187514,380000
187518,950000
187519,735000
187521,4490000
187522,9000000
187523,530000
187525,2030000
187527,750000
187528,900000
187531,900000
187532,440000
187533,1700000
187534,530000
187535,299000
187536,325000
187538,360000
187539,329000
187541,205980
187542,480000
187544,475000
187545,420000
187546,1400000
187547,1700000
187548,960000
187550,310000
187551,900000
187554,130000
187556,600000
187558,680000
187559,415000
187560,550000
187562,191000
187563,1490000
187564,165000
187565,1790000
187566,90000
187567,328818
187569,520000
187570,3500000
187571,950000
187572,490000
187573,350000
187574,2950000
187575,800000
187576,475000
187577,320000
187580,840000
187583,295000
187584,2300000
187586,325000
187591,530000
187592,580000
187593,700000
187594,145900
187595,3500000
187596,685000
187597,890000
187598,900000
187600,340000
187602,850000
187604,480000
187605,349000
187606,650000
187608,950000
187610,570000
187611,220000
187612,2900000
187613,600000
187614,1100000
187615,1260000
187616,980000
187618,480000
187619,1980000
187620,300000
187621,160000
187622,750000
187623,795000
187624,360000
187625,910000
187626,1145000
187627,1950000
187628,620000
187629,229000
187630,169000
187633,290000
187635,290000
187637,850000
187638,945000
187639,300000
187640,1800000
187641,890300
187642,640000
187644,560000
187645,480000
187646,395000
187648,1700000
187650,520000
187651,75000
187653,450000
187654,215000
187655,340000
187658,300000
187659,300000
187660,360000
187661,1620000
187662,700000
187663,480000
187664,980000
187666,648000
187667,180000
187668,295000
187669,916000
187670,290000
187671,370000
187672,745000
187673,6000000
187674,940000
187675,431250
187678,900000
187679,1880000
187680,415322
187681,640000
187682,300000
187684,415000
187685,158000
187686,690000
187688,3225000
187690,735000
187691,500000
187692,350000
187693,3500000
187697,365000
187698,650000
187699,250000
187700,190000
187702,180000
187703,850000
187704,700000
187705,2290000
187706,349800
187707,265000
187711,330000
187714,360000
187716,1190000
187717,2200000
187718,570000
187719,480000
187720,295000
187721,990000
187723,1175000
187724,800000
187725,2500000
187726,2800000
187727,270000
187728,1180000
187730,277000
187731,630000
187732,190000
187733,540000
187735,1076674
187736,1400000
187737,430000
187739,2016000
187740,1489100
187741,390000
187742,650000
187743,930000
187744,393951
187745,190000
187746,760000
187747,490000
187748,840000
187749,349999
187750,255000
187751,550000
187753,1800000
187754,245000
187755,420000
187756,75000
187758,497768
187760,623000
187761,270000
187762,130000
187763,820000
187765,1300000
187766,3200000
187767,153300
187768,700000
187769,1850000
187770,655000
187772,90000
187773,560000
187774,709000
187775,275000
187777,179900
187778,280000
187779,436500
187780,244000
187781,260000
187783,1165000
187784,380000
187786,165000
187787,300000
187788,299000
187789,210000
187790,250000
187792,640000
187794,350000
187795,280000
187796,256000
187797,210000
187799,515000
187800,365000
187803,245000
187806,230000
187807,350000
187810,520000
187811,670000
187812,130000
187815,180800
187817,2440000
187818,2150000
187820,2370000
187822,295000
187826,1090000
187828,596000
187831,385000
187832,220000
187833,330000
187834,250000
187835,425000
187836,900000
187838,550000
187839,460000
187840,690000
187842,235000
187844,308000
187845,276933
187846,470000
187848,950000
187849,370000
187850,490000
187851,600000
187852,470000
187854,325000
187855,270000
187856,1500000
187857,200000
187858,180000
187859,148000
187861,880000
187862,280000
187864,320000
187868,127000
187869,220000
187870,380000
187871,386586
187872,550000
187873,1605365
187874,300000
187875,750000
187876,400000
187879,360000
187880,590000
187882,1200000
187884,620000
187885,5532000
187888,510000
187890,250000
187891,405000
187892,192000
187893,234900
187894,525000
187895,270000
187896,288000
187897,300000
187900,240000
187901,640000
187903,764120
187904,1296172
187908,1000000
187910,220000
187911,296000
187913,220000
187915,1500000
187916,3020000
187917,233000
187919,300000
187920,170000
187921,246510
187922,230000
187924,185000
187925,382000
187926,164000
187928,235000
187932,380000
187933,260000
187936,1100000
187938,170000
187940,7500000
187941,800000
187943,780000
187945,1200000
187946,695000
187947,570000
187948,138000
187950,1350000
187952,1100000
187955,1070000
187956,725000
187957,525000
187959,305000
187960,2600000
187961,690000
187962,2300000
187963,515000
187964,800000
187966,550000
187968,860000
187969,700000
187970,690000
187974,1265000
187976,1000000
187977,850000
187978,210000
187979,2800000
187980,162000
187981,178000
187982,800000
187983,230000
187985,320000
187987,320000
187988,212000
187989,300000
187990,855000
187991,520000
187992,230000
187993,351830
187995,360000
187996,388866
187997,360000
187998,8500000
188000,640000
188001,1165000
188002,400000
188003,6300000
188005,278000
188006,1272000
188007,690000
188008,670000
188010,550000
188011,370000
188012,283000
188013,780000
188014,185000
188016,1070000
188017,1250000
188018,3350000
188020,2150000
188023,318000
188025,335000
188026,300000
188027,235000
188028,550000
188029,800000
188030,1200000
188031,140000
188034,300000
188035,680000
188036,2940000
188037,563730
188038,519999
188042,240000
188043,220000
